Code,Ticker,Open,High,Low,Close,Volume,PrevClose,CompanyName,Market,Sector17,変動率(%),前日比(%),振れ幅(%),レンジ位置,上ヒゲ比,VWAP,売買代金(百万円),終値/VWAP,全体順位,セクター内順位,セクター銘柄数,セクター内%,vsセクター
302A,302A.T,1200.0,1210.0,1200.0,1200.0,2100.0,1187.0,ビースタイルホールディングス,グロース（内国株式）,情報通信・サービスその他,0.0,1.1,0.83,0.0,1.0,1203.0,2.5,0.998,2950,882,1256,0.702,-1.02
3030,3030.T,965.0,982.0,940.0,982.0,114500.0,922.0,ハブ,スタンダード（内国株式）,小売,1.76,6.51,4.35,1.0,0.0,968.0,110.8,1.014,1352,53,331,0.16,1.08
3031,3031.T,655.0,661.0,651.0,655.0,257600.0,655.0,ラクーンホールディングス,プライム（内国株式）,情報通信・サービスその他,0.0,0.0,1.53,0.4,0.6,656.0,169.0,0.998,2950,882,1256,0.702,-1.02
3034,3034.T,1950.0,1968.0,1943.0,1968.0,126400.0,1930.0,クオールホールディングス,プライム（内国株式）,小売,0.92,1.97,1.28,1.0,0.0,1960.0,247.7,1.004,2040,112,331,0.338,0.24
3035,3035.T,670.0,673.0,667.0,671.0,2000.0,667.0,ケイティケイ,スタンダード（内国株式）,商社・卸売,0.15,0.6,0.9,0.667,0.333,670.0,1.3,1.001,2828,221,290,0.762,-0.98
3036,3036.T,3155.0,3305.0,3135.0,3300.0,284900.0,3130.0,アルコニックス,プライム（内国株式）,商社・卸売,4.6,5.43,5.39,0.971,0.029,3247.0,925.1,1.016,238,11,290,0.038,3.47
3038,3038.T,3678.0,3717.0,3663.0,3706.0,12393800.0,3709.0,神戸物産,プライム（内国株式）,商社・卸売,0.76,-0.08,1.47,0.796,0.204,3695.0,45795.1,1.003,2190,154,290,0.531,-0.37
303A,303A.T,838.0,850.0,837.0,845.0,5600.0,837.0,ｖｉｓｕｍｏ,グロース（内国株式）,情報通信・サービスその他,0.84,0.96,1.55,0.615,0.385,844.0,4.7,1.001,2110,578,1256,0.46,-0.18
3040,3040.T,1968.0,1998.0,1948.0,1994.0,77700.0,1938.0,ソリトンシステムズ,プライム（内国株式）,情報通信・サービスその他,1.32,2.89,2.54,0.92,0.08,1980.0,153.8,1.007,1675,436,1256,0.347,0.3
3041,3041.T,496.0,517.0,496.0,516.0,21000.0,500.0,ビューティカダンホールディングス,スタンダード（内国株式）,商社・卸売,4.03,3.2,4.23,0.952,0.048,510.0,10.7,1.012,334,17,290,0.059,2.9
3042,3042.T,330.0,336.0,330.0,332.0,75400.0,330.0,セキュアヴェイル,スタンダード（内国株式）,情報通信・サービスその他,0.61,0.61,1.82,0.333,0.667,333.0,25.1,0.997,2340,666,1256,0.53,-0.41
3045,3045.T,1461.0,1472.0,1455.0,1469.0,3100.0,1465.0,カワサキ,スタンダード（内国株式）,商社・卸売,0.55,0.27,1.16,0.824,0.176,1465.0,4.5,1.003,2398,178,290,0.614,-0.58
3046,3046.T,5230.0,5320.0,5150.0,5320.0,206600.0,5150.0,ジンズホールディングス,プライム（内国株式）,小売,1.72,3.3,3.25,1.0,0.0,5263.0,1087.3,1.011,1385,56,331,0.169,1.04
3048,3048.T,1788.0,1807.0,1752.0,1804.5,1120200.0,1760.5,ビックカメラ,プライム（内国株式）,小売,0.92,2.5,3.08,0.955,0.045,1788.0,2002.9,1.009,2040,112,331,0.338,0.24
304A,304A.T,1849.0,1849.0,1809.0,1845.0,1700.0,1850.0,フォルシア,グロース（内国株式）,情報通信・サービスその他,-0.22,-0.27,2.16,0.9,0.1,1834.0,3.1,1.006,3247,1009,1256,0.803,-1.24
3050,3050.T,1696.0,1707.0,1681.0,1704.0,304700.0,1696.0,ＤＣＭホールディングス,プライム（内国株式）,小売,0.47,0.47,1.53,0.885,0.115,1697.0,517.1,1.004,2496,166,331,0.502,-0.21
3053,3053.T,181.0,182.0,180.0,182.0,148100.0,180.0,ペッパーフードサービス,スタンダード（内国株式）,小売,0.55,1.11,1.1,1.0,0.0,181.0,26.8,1.006,2398,151,331,0.456,-0.13
3054,3054.T,280.0,280.0,274.0,278.0,10200.0,275.0,ハイパー,スタンダード（内国株式）,商社・卸売,-0.71,1.09,2.14,0.667,0.333,277.0,2.8,1.004,3479,267,290,0.921,-1.84
3058,3058.T,686.0,688.0,685.0,688.0,1300.0,689.0,三洋堂ホールディングス,スタンダード（内国株式）,小売,0.29,-0.15,0.44,1.0,0.0,687.0,0.9,1.001,2672,192,331,0.58,-0.39
3059,3059.T,831.0,834.0,831.0,834.0,4300.0,831.0,ヒラキ,スタンダード（内国株式）,小売,0.36,0.36,0.36,1.0,0.0,833.0,3.6,1.001,2602,184,331,0.556,-0.32
3063,3063.T,817.0,822.0,812.0,819.0,54700.0,821.0,ジェイグループホールディングス,グロース（内国株式）,小売,0.24,-0.24,1.22,0.7,0.3,818.0,44.7,1.001,2721,200,331,0.604,-0.44
3064,3064.T,2147.5,2148.0,2054.5,2080.5,3443900.0,2113.5,ＭｏｎｏｔａＲＯ,プライム（内国株式）,小売,-3.12,-1.56,4.35,0.278,0.722,2094.0,7211.5,0.994,3743,329,331,0.994,-3.8
3065,3065.T,1617.0,1630.0,1612.0,1621.0,5600.0,1617.0,ライフフーズ,スタンダード（内国株式）,小売,0.25,0.25,1.11,0.5,0.5,1621.0,9.1,1.0,2704,196,331,0.592,-0.43
3067,3067.T,466.0,471.0,465.0,467.0,20300.0,463.0,東京一番フーズ,スタンダード（内国株式）,小売,0.21,0.86,1.29,0.333,0.667,468.0,9.5,0.998,2750,204,331,0.616,-0.47
3068,3068.T,3230.0,3235.0,3215.0,3235.0,5400.0,3230.0,ＷＤＩ,スタンダード（内国株式）,小売,0.15,0.15,0.62,1.0,0.0,3228.0,17.4,1.002,2828,214,331,0.647,-0.53
3069,3069.T,172.0,176.0,172.0,176.0,86500.0,174.0,ＪＦＬＡホールディングス,スタンダード（内国株式）,食品,2.33,1.15,2.33,1.0,0.0,175.0,15.1,1.006,969,13,136,0.096,1.26
3070,3070.T,104.0,115.0,99.0,113.0,17663000.0,100.0,ジェリービーンズグループ,グロース（内国株式）,商社・卸売,8.65,13.0,15.38,0.875,0.125,109.0,1925.3,1.037,38,1,290,0.003,7.52
3071,3071.T,106.0,108.0,106.0,108.0,48600.0,106.0,ストリーム,スタンダード（内国株式）,小売,1.89,1.89,1.89,1.0,0.0,107.0,5.2,1.009,1251,48,331,0.145,1.21
3075,3075.T,1614.0,1622.0,1608.0,1616.0,17600.0,1608.0,銚子丸,スタンダード（内国株式）,小売,0.12,0.5,0.87,0.571,0.429,1615.0,28.4,1.001,2872,221,331,0.668,-0.56
3076,3076.T,2873.0,2924.0,2867.0,2923.0,153300.0,2865.0,あい　ホールディングス,プライム（内国株式）,商社・卸売,1.74,2.02,1.98,0.982,0.018,2905.0,445.3,1.006,1366,79,290,0.272,0.61
3077,3077.T,540.0,560.0,532.0,558.0,46200.0,537.0,ホリイフードサービス,スタンダード（内国株式）,小売,3.33,3.91,5.19,0.929,0.071,550.0,25.4,1.015,514,19,331,0.057,2.65
3079,3079.T,1234.0,1246.0,1221.0,1243.0,3700.0,1234.0,ディーブイエックス,スタンダード（内国株式）,商社・卸売,0.73,0.73,2.03,0.88,0.12,1237.0,4.6,1.005,2218,156,290,0.538,-0.4
3080,3080.T,776.0,776.0,766.0,767.0,23900.0,776.0,ジェーソン,スタンダード（内国株式）,小売,-1.16,-1.16,1.29,0.1,0.9,770.0,18.4,0.996,3593,308,331,0.931,-1.84
3082,3082.T,938.0,940.0,935.0,940.0,9600.0,934.0,きちりホールディングス,スタンダード（内国株式）,小売,0.21,0.64,0.53,1.0,0.0,938.0,9.0,1.002,2750,204,331,0.616,-0.47
3083,3083.T,778.0,820.0,767.0,818.0,252900.0,781.0,スターシーズ,スタンダード（内国株式）,小売,5.14,4.74,6.81,0.962,0.038,802.0,202.8,1.02,174,4,331,0.012,4.46
3086,3086.T,2612.0,2612.0,2557.0,2580.0,1177000.0,2593.5,Ｊ．フロント　リテイリング,プライム（内国株式）,小売,-1.23,-0.52,2.11,0.418,0.582,2583.0,3040.2,0.999,3609,310,331,0.937,-1.91
3087,3087.T,2964.0,2996.0,2942.0,2996.0,228200.0,2940.0,ドトール・日レスホールディングス,プライム（内国株式）,小売,1.08,1.9,1.82,1.0,0.0,2978.0,679.6,1.006,1884,95,331,0.287,0.4
3088,3088.T,2609.0,2616.0,2580.0,2589.0,4121900.0,2559.0,マツキヨココカラ＆カンパニー,プライム（内国株式）,小売,-0.77,1.17,1.38,0.25,0.75,2595.0,10696.3,0.998,3498,303,331,0.915,-1.45
3089,3089.T,1277.0,1288.0,1262.0,1286.0,14800.0,1268.0,テクノアルファ,スタンダード（内国株式）,商社・卸売,0.7,1.42,2.04,0.923,0.077,1279.0,18.9,1.005,2247,159,290,0.548,-0.43
3091,3091.T,4090.0,4220.0,4090.0,4215.0,76700.0,4090.0,ブロンコビリー,プライム（内国株式）,小売,3.06,3.06,3.18,0.962,0.038,4175.0,320.2,1.01,604,22,331,0.066,2.38
3092,3092.T,1140.0,1146.5,1115.5,1139.0,9089400.0,1116.5,ＺＯＺＯ,プライム（内国株式）,小売,-0.09,2.02,2.72,0.758,0.242,1134.0,10307.4,1.004,3157,261,331,0.789,-0.77
3093,3093.T,1868.0,1899.0,1867.0,1898.0,203200.0,1848.0,トレジャー・ファクトリー,プライム（内国株式）,小売,1.61,2.71,1.71,0.969,0.031,1888.0,383.6,1.005,1466,63,331,0.19,0.93
3096,3096.T,1735.0,1785.0,1735.0,1763.0,7000.0,1735.0,オーシャンシステム,スタンダード（内国株式）,小売,1.61,1.61,2.88,0.56,0.44,1761.0,12.3,1.001,1466,63,331,0.19,0.93
3097,3097.T,5000.0,5050.0,4970.0,5010.0,103500.0,4980.0,物語コーポレーション,プライム（内国株式）,小売,0.2,0.6,1.6,0.5,0.5,5010.0,518.5,1.0,2764,206,331,0.622,-0.48
3099,3099.T,3060.0,3080.0,3019.0,3080.0,2152900.0,3029.0,三越伊勢丹ホールディングス,プライム（内国株式）,小売,0.65,1.68,1.99,1.0,0.0,3060.0,6587.9,1.007,2300,141,331,0.426,-0.03
3101,3101.T,1725.0,1857.0,1718.0,1846.0,2504800.0,1705.0,東洋紡,プライム（内国株式）,素材・化学,7.01,8.27,8.06,0.921,0.079,1807.0,4526.2,1.022,71,3,279,0.011,5.19
3103,3103.T,1525.0,2015.0,1475.0,1918.0,45767100.0,1617.0,ユニチカ,プライム（内国株式）,素材・化学,25.77,18.61,35.41,0.82,0.18,1803.0,82518.1,1.064,2,1,279,0.004,23.95
3104,3104.T,10410.0,10980.0,10410.0,10970.0,64900.0,10630.0,富士紡ホールディングス,プライム（内国株式）,素材・化学,5.38,3.2,5.48,0.982,0.018,10787.0,700.1,1.017,149,11,279,0.039,3.56
3105,3105.T,1730.0,1763.0,1721.0,1754.0,920500.0,1731.5,日清紡ホールディングス,プライム（内国株式）,電機・精密,1.39,1.3,2.43,0.786,0.214,1746.0,1607.2,1.005,1625,172,281,0.612,-0.81
3106,3106.T,9750.0,10050.0,9700.0,10050.0,61700.0,9840.0,倉敷紡績,プライム（内国株式）,素材・化学,3.08,2.13,3.59,1.0,0.0,9933.0,612.9,1.012,599,57,279,0.204,1.26
3107,3107.T,3188.0,3204.0,3166.0,3200.0,274800.0,3134.0,ダイワボウホールディングス,プライム（内国株式）,商社・卸売,0.38,2.11,1.19,0.895,0.105,3190.0,876.6,1.003,2592,194,290,0.669,-0.75
3109,3109.T,1151.0,1165.0,1147.0,1165.0,72500.0,1151.0,シキボウ,プライム（内国株式）,素材・化学,1.22,1.22,1.56,1.0,0.0,1159.0,84.0,1.005,1758,168,279,0.602,-0.6
3110,3110.T,24970.0,25500.0,23890.0,25200.0,2954100.0,25470.0,日東紡績,プライム（内国株式）,建設・資材,0.92,-1.06,6.45,0.814,0.186,24863.0,73447.8,1.014,2040,190,281,0.676,-1.04
3111,3111.T,253.0,253.0,250.0,252.0,12000.0,253.0,オーミケンシ,スタンダード（内国株式）,素材・化学,-0.4,-0.4,1.19,0.667,0.333,252.0,3.0,1.0,3351,254,279,0.91,-2.22
3113,3113.T,73.0,74.0,72.0,74.0,84900.0,73.0,ＵＮＩＶＡ・Ｏａｋホールディングス,スタンダード（内国株式）,金融（除く銀行）,1.37,1.37,2.74,1.0,0.0,73.0,6.2,1.014,1638,41,90,0.456,-0.09
3116,3116.T,3110.0,3201.0,3087.0,3201.0,636300.0,3164.0,トヨタ紡織,プライム（内国株式）,自動車・輸送機,2.93,1.17,3.67,1.0,0.0,3163.0,2012.6,1.012,652,20,104,0.192,1.22
3121,3121.T,221.0,229.0,221.0,228.0,36800.0,222.0,マーチャント・バンカーズ,スタンダード（内国株式）,情報通信・サービスその他,3.17,2.7,3.62,0.875,0.125,226.0,8.3,1.009,568,124,1256,0.099,2.15
3123,3123.T,691.0,704.0,691.0,704.0,4700.0,704.0,サイボー,スタンダード（内国株式）,素材・化学,1.88,0.0,1.88,1.0,0.0,700.0,3.3,1.006,1256,121,279,0.434,0.06
3131,3131.T,3010.0,3090.0,2993.0,3090.0,7100.0,3015.0,シンデン・ハイテックス,スタンダード（内国株式）,商社・卸売,2.66,2.49,3.22,1.0,0.0,3058.0,21.7,1.01,777,36,290,0.124,1.53
3132,3132.T,2758.5,2775.0,2713.0,2768.5,703000.0,2749.0,マクニカホールディングス,プライム（内国株式）,商社・卸売,0.36,0.71,2.25,0.895,0.105,2752.0,1934.7,1.006,2602,198,290,0.683,-0.77
3133,3133.T,441.0,471.0,422.0,432.0,1611200.0,473.0,海帆,グロース（内国株式）,小売,-2.04,-8.67,11.11,0.204,0.796,442.0,712.2,0.977,3706,325,331,0.982,-2.72
3134,3134.T,503.0,518.0,500.0,518.0,159200.0,495.0,Ｈａｍｅｅ,スタンダード（内国株式）,小売,2.98,4.65,3.58,1.0,0.0,512.0,81.5,1.012,627,23,331,0.069,2.3
3135,3135.T,1010.0,1020.0,998.0,1006.0,34600.0,995.0,マーケットエンタープライズ,プライム（内国株式）,小売,-0.4,1.11,2.18,0.364,0.636,1008.0,34.9,0.998,3351,287,331,0.867,-1.08
3137,3137.T,240.0,240.0,233.0,235.0,25700.0,237.0,ファンデリー,グロース（内国株式）,小売,-2.08,-0.84,2.92,0.286,0.714,236.0,6.1,0.996,3713,326,331,0.985,-2.76
3138,3138.T,1050.0,1056.0,1044.0,1056.0,4000.0,1048.0,富士山マガジンサービス,グロース（内国株式）,小売,0.57,0.76,1.14,1.0,0.0,1052.0,4.2,1.004,2381,148,331,0.447,-0.11
3139,3139.T,3775.0,3830.0,3765.0,3820.0,60800.0,3740.0,ラクト・ジャパン,プライム（内国株式）,商社・卸売,1.19,2.14,1.72,0.846,0.154,3805.0,231.3,1.004,1787,120,290,0.414,0.06
3140,3140.T,1038.0,1050.0,1036.0,1050.0,18800.0,1033.0,ＢＲＵＮＯ,グロース（内国株式）,商社・卸売,1.16,1.65,1.35,1.0,0.0,1045.0,19.6,1.005,1817,124,290,0.428,0.03
3143,3143.T,768.0,773.0,765.0,765.0,1200.0,769.0,オーウイル,スタンダード（内国株式）,商社・卸売,-0.39,-0.52,1.04,0.0,1.0,768.0,0.9,0.996,3349,258,290,0.89,-1.52
3148,3148.T,3350.0,3400.0,3335.0,3400.0,107200.0,3340.0,クリエイトＳＤホールディングス,プライム（内国株式）,小売,1.49,1.8,1.94,1.0,0.0,3378.0,362.1,1.007,1553,68,331,0.205,0.81
3150,3150.T,2660.0,2715.0,2660.0,2708.0,35900.0,2657.0,グリムス,プライム（内国株式）,電力・ガス,1.8,1.92,2.07,0.873,0.127,2694.0,96.7,1.005,1314,16,28,0.571,-0.33
3151,3151.T,1465.0,1490.0,1456.0,1490.0,365600.0,1399.0,バイタルケーエスケー・ホールディングス,プライム（内国株式）,商社・卸売,1.71,6.5,2.32,1.0,0.0,1479.0,540.7,1.007,1393,80,290,0.276,0.58
3153,3153.T,3450.0,3560.0,3405.0,3550.0,48700.0,3405.0,八洲電機,プライム（内国株式）,商社・卸売,2.9,4.26,4.49,0.935,0.065,3505.0,170.7,1.013,664,30,290,0.103,1.77
3154,3154.T,832.0,842.0,832.0,841.0,23300.0,831.0,メディアスホールディングス,プライム（内国株式）,商社・卸売,1.08,1.2,1.2,0.9,0.1,838.0,19.5,1.004,1884,129,290,0.445,-0.05
3156,3156.T,3110.0,3150.0,3100.0,3150.0,43100.0,3130.0,レスター,プライム（内国株式）,商社・卸売,1.29,0.64,1.61,1.0,0.0,3133.0,135.0,1.005,1704,110,290,0.379,0.16
3157,3157.T,1650.0,1660.0,1640.0,1643.0,7800.0,1657.0,ジオリーブグループ,スタンダード（内国株式）,商社・卸売,-0.42,-0.84,1.21,0.15,0.85,1648.0,12.9,0.997,3361,260,290,0.897,-1.55
3159,3159.T,347.0,348.0,342.0,345.0,36100.0,346.0,丸善ＣＨＩホールディングス,スタンダード（内国株式）,小売,-0.58,-0.29,1.73,0.5,0.5,345.0,12.5,1.0,3427,293,331,0.885,-1.26
3160,3160.T,590.0,594.0,586.0,594.0,21900.0,588.0,大光,スタンダード（内国株式）,商社・卸売,0.68,1.02,1.36,1.0,0.0,591.0,12.9,1.005,2268,162,290,0.559,-0.45
3161,3161.T,667.0,672.0,665.0,670.0,17500.0,666.0,アゼアス,スタンダード（内国株式）,商社・卸売,0.45,0.6,1.05,0.714,0.286,669.0,11.7,1.001,2517,187,290,0.645,-0.68
3166,3166.T,1592.0,1597.0,1585.0,1597.0,11000.0,1595.0,ＯＣＨＩホールディングス,スタンダード（内国株式）,商社・卸売,0.31,0.13,0.75,1.0,0.0,1593.0,17.5,1.003,2653,206,290,0.71,-0.82
3167,3167.T,1210.0,1217.0,1205.0,1212.0,289100.0,1205.0,ＴＯＫＡＩホールディングス,プライム（内国株式）,商社・卸売,0.17,0.58,0.99,0.583,0.417,1211.0,350.1,1.001,2798,218,290,0.752,-0.96
3168,3168.T,1580.0,1700.0,1545.0,1673.0,278300.0,1587.0,ＭＥＲＦ,スタンダード（内国株式）,商社・卸売,5.89,5.42,9.81,0.826,0.174,1639.0,456.1,1.021,115,4,290,0.014,4.76
3169,3169.T,629.0,631.0,629.0,629.0,4900.0,630.0,ミサワ,スタンダード（内国株式）,小売,0.0,-0.16,0.32,0.0,1.0,630.0,3.1,0.998,2950,232,331,0.701,-0.68
3172,3172.T,1156.0,1167.0,1149.0,1167.0,6100.0,1156.0,ティーライフ,スタンダード（内国株式）,小売,0.95,0.95,1.56,1.0,0.0,1161.0,7.1,1.005,2003,107,331,0.323,0.27
3173,3173.T,1010.0,1010.0,1000.0,1002.0,7500.0,1008.0,Ｃｏｍｉｎｉｘ,スタンダード（内国株式）,商社・卸売,-0.79,-0.6,0.99,0.2,0.8,1004.0,7.5,0.998,3508,270,290,0.931,-1.92
3174,3174.T,581.0,583.0,570.0,570.0,48000.0,581.0,ハピネス・アンド・ディ,スタンダード（内国株式）,小売,-1.89,-1.89,2.24,0.0,1.0,574.0,27.6,0.993,3690,321,331,0.97,-2.57
3175,3175.T,993.0,995.0,990.0,991.0,25500.0,995.0,エー・ピーホールディングス,スタンダード（内国株式）,小売,-0.2,-0.4,0.5,0.2,0.8,992.0,25.3,0.999,3233,271,331,0.819,-0.88
3176,3176.T,1851.0,1884.0,1847.0,1884.0,143900.0,1852.0,三洋貿易,プライム（内国株式）,商社・卸売,1.78,1.73,2.0,1.0,0.0,1872.0,269.4,1.006,1337,78,290,0.269,0.65
3177,3177.T,3580.0,3720.0,3580.0,3685.0,5400.0,3575.0,ありがとうサービス,スタンダード（内国株式）,小売,2.93,3.08,3.91,0.75,0.25,3662.0,19.8,1.006,652,24,331,0.073,2.25
3178,3178.T,1317.0,1330.0,1317.0,1330.0,16800.0,1320.0,チムニー,スタンダード（内国株式）,小売,0.99,0.76,0.99,1.0,0.0,1326.0,22.3,1.003,1961,101,331,0.305,0.31
3179,3179.T,1339.0,1362.0,1330.0,1362.0,124700.0,1343.0,シュッピン,プライム（内国株式）,小売,1.72,1.41,2.39,1.0,0.0,1351.0,168.5,1.008,1385,56,331,0.169,1.04
3180,3180.T,1343.0,1374.0,1340.0,1356.0,93800.0,1358.0,ビューティガレージ,プライム（内国株式）,商社・卸売,0.97,-0.15,2.53,0.471,0.529,1357.0,127.3,0.999,1981,139,290,0.479,-0.16
3181,3181.T,865.0,878.0,865.0,871.0,3100.0,875.0,買取王国,スタンダード（内国株式）,小売,0.69,-0.46,1.5,0.462,0.538,871.0,2.7,1.0,2256,131,331,0.396,0.01
3182,3182.T,1420.0,1436.0,1414.0,1431.0,165800.0,1408.0,オイシックス・ラ・大地,プライム（内国株式）,小売,0.77,1.63,1.55,0.773,0.227,1427.0,236.6,1.003,2178,123,331,0.372,0.09
3183,3183.T,1469.0,1515.0,1469.0,1510.0,66000.0,1463.0,ウイン・パートナーズ,プライム（内国株式）,商社・卸売,2.79,3.21,3.13,0.891,0.109,1498.0,98.9,1.008,713,33,290,0.114,1.66
3184,3184.T,4405.0,4425.0,4405.0,4425.0,400.0,4405.0,ＩＣＤＡホールディングス,スタンダード（内国株式）,小売,0.45,0.45,0.45,1.0,0.0,4418.0,1.8,1.002,2517,170,331,0.514,-0.23
3185,3185.T,255.0,255.0,242.0,250.0,209600.0,253.0,夢展望,グロース（内国株式）,小売,-1.96,-1.19,5.1,0.615,0.385,249.0,52.2,1.004,3698,324,331,0.979,-2.64
3186,3186.T,3700.0,3870.0,3670.0,3855.0,333100.0,3635.0,ネクステージ,プライム（内国株式）,小売,4.19,6.05,5.41,0.925,0.075,3798.0,1265.1,1.015,313,11,331,0.033,3.51
3187,3187.T,261.0,274.0,261.0,274.0,12900.0,264.0,ミラタップ,グロース（内国株式）,小売,4.98,3.79,4.98,1.0,0.0,270.0,3.5,1.015,196,6,331,0.018,4.3
3189,3189.T,248.0,252.0,243.0,244.0,88200.0,247.0,ＡＮＡＰホールディングス,スタンダード（内国株式）,小売,-1.61,-1.21,3.63,0.111,0.889,246.0,21.7,0.992,3666,318,331,0.961,-2.29
3190,3190.T,580.0,580.0,576.0,576.0,2600.0,579.0,ホットマン,スタンダード（内国株式）,小売,-0.69,-0.52,0.69,0.0,1.0,577.0,1.5,0.998,3473,299,331,0.903,-1.37
3191,3191.T,2183.0,2207.0,2174.0,2207.0,207900.0,2169.0,ジョイフル本田,プライム（内国株式）,小売,1.1,1.75,1.51,1.0,0.0,2196.0,456.5,1.005,1869,92,331,0.278,0.42
3192,3192.T,308.0,311.0,308.0,310.0,4600.0,306.0,白鳩,スタンダード（内国株式）,小売,0.65,1.31,0.97,0.667,0.333,310.0,1.4,1.0,2300,141,331,0.426,-0.03
3193,3193.T,3650.0,3790.0,3650.0,3725.0,72000.0,3630.0,エターナルホスピタリティグループ,プライム（内国株式）,小売,2.05,2.62,3.84,0.536,0.464,3722.0,268.0,1.001,1134,40,331,0.121,1.37
3195,3195.T,547.0,561.0,545.0,561.0,46000.0,551.0,ジェネレーションパス,グロース（内国株式）,小売,2.56,1.81,2.93,1.0,0.0,556.0,25.6,1.009,833,30,331,0.091,1.88
3196,3196.T,1942.0,1953.0,1942.0,1952.0,41400.0,1942.0,ホットランドホールディングス,プライム（内国株式）,小売,0.51,0.51,0.57,0.909,0.091,1949.0,80.7,1.002,2450,158,331,0.477,-0.17
3197,3197.T,3588.0,3627.0,3551.0,3594.0,952900.0,3538.0,すかいらーくホールディングス,プライム（内国株式）,小売,0.17,1.58,2.12,0.566,0.434,3591.0,3421.9,1.001,2798,210,331,0.634,-0.51
3198,3198.T,2186.0,2186.0,2157.0,2186.0,65800.0,2191.0,ＳＦＰホールディングス,プライム（内国株式）,小売,0.0,-0.23,1.33,1.0,0.0,2176.0,143.2,1.005,2950,232,331,0.701,-0.68
3199,3199.T,1499.0,1506.0,1496.0,1505.0,22300.0,1491.0,綿半ホールディングス,プライム（内国株式）,小売,0.4,0.94,0.67,0.9,0.1,1502.0,33.5,1.002,2565,177,331,0.535,-0.28
319A,319A.T,11140.0,12150.0,11090.0,12020.0,87500.0,11060.0,技術承継機構,グロース（内国株式）,建設・資材,7.9,8.68,9.52,0.877,0.123,11753.0,1028.4,1.023,50,3,281,0.011,5.94
3201,3201.T,2057.0,2100.0,2047.0,2096.0,104800.0,2054.0,日本毛織,プライム（内国株式）,素材・化学,1.9,2.04,2.58,0.925,0.075,2081.0,218.1,1.007,1242,120,279,0.43,0.08
3202,3202.T,140.0,145.0,139.0,143.0,138700.0,139.0,ダイトウボウ,スタンダード（内国株式）,素材・化学,2.14,2.88,4.29,0.667,0.333,142.0,19.7,1.007,1086,105,279,0.376,0.32
3204,3204.T,527.0,545.0,526.0,545.0,23400.0,534.0,トーア紡コーポレーション,スタンダード（内国株式）,素材・化学,3.42,2.06,3.61,1.0,0.0,539.0,12.6,1.011,492,43,279,0.154,1.6
3205,3205.T,1339.0,1377.0,1336.0,1370.0,602600.0,1342.0,ダイドーリミテッド,スタンダード（内国株式）,素材・化学,2.32,2.09,3.06,0.829,0.171,1361.0,820.1,1.007,975,95,279,0.341,0.5
3221,3221.T,3615.0,3650.0,3615.0,3640.0,22200.0,3595.0,ヨシックスホールディングス,プライム（内国株式）,小売,0.69,1.25,0.97,0.714,0.286,3635.0,80.7,1.001,2256,131,331,0.396,0.01
3222,3222.T,927.0,930.0,897.0,909.0,927600.0,942.0,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,小売,-1.94,-3.5,3.56,0.364,0.636,912.0,846.0,0.997,3697,323,331,0.976,-2.62
3223,3223.T,953.0,953.0,940.0,940.0,14200.0,954.0,エスエルディー,スタンダード（内国株式）,小売,-1.36,-1.47,1.36,0.0,1.0,944.0,13.4,0.996,3630,313,331,0.946,-2.04
3224,3224.T,839.0,840.0,836.0,840.0,1900.0,845.0,ゼネラル・オイスター,グロース（内国株式）,小売,0.12,-0.59,0.48,1.0,0.0,839.0,1.6,1.001,2872,221,331,0.668,-0.56
3231,3231.T,1165.0,1166.0,1148.0,1162.5,2858300.0,1147.0,野村不動産ホールディングス,プライム（内国株式）,不動産,-0.21,1.35,1.55,0.806,0.194,1159.0,3312.8,1.003,3239,116,132,0.879,-1.57
3232,3232.T,603.0,611.0,598.0,608.0,146600.0,601.0,三重交通グループホールディングス,プライム（内国株式）,不動産,0.83,1.16,2.16,0.769,0.231,606.0,88.8,1.003,2121,70,132,0.53,-0.53
3236,3236.T,397.0,410.0,396.0,410.0,275400.0,393.0,プロパスト,スタンダード（内国株式）,不動産,3.27,4.33,3.53,1.0,0.0,405.0,111.5,1.012,540,15,132,0.114,1.91
3237,3237.T,67.0,69.0,67.0,68.0,322800.0,68.0,イントランス,グロース（内国株式）,不動産,1.49,0.0,2.99,0.5,0.5,68.0,22.0,1.0,1553,49,132,0.371,0.13
3238,3238.T,427.0,430.0,426.0,428.0,14900.0,427.0,セントラル総合開発,スタンダード（内国株式）,不動産,0.23,0.23,0.94,0.5,0.5,428.0,6.4,1.0,2730,97,132,0.735,-1.13
323A,323A.T,428.0,433.0,422.0,427.0,4500.0,422.0,フライヤー,グロース（内国株式）,情報通信・サービスその他,-0.23,1.18,2.57,0.455,0.545,427.0,1.9,1.0,3256,1013,1256,0.807,-1.25
3241,3241.T,588.0,591.0,588.0,590.0,5900.0,592.0,ウィル,スタンダード（内国株式）,不動産,0.34,-0.34,0.51,0.667,0.333,590.0,3.5,1.0,2625,90,132,0.682,-1.02
3242,3242.T,572.0,578.0,571.0,578.0,59600.0,574.0,アーバネットコーポレーション,スタンダード（内国株式）,不動産,1.05,0.7,1.22,1.0,0.0,576.0,34.3,1.003,1900,62,132,0.47,-0.31
