Code,Ticker,Open,High,Low,Close,Volume,PrevClose,CompanyName,Market,Sector17,変動率(%),前日比(%),振れ幅(%),レンジ位置,上ヒゲ比,VWAP,売買代金(百万円),終値/VWAP,全体順位,セクター内順位,セクター銘柄数,セクター内%,vsセクター
6381,6381.T,1740.0,1755.0,1734.0,1754.0,81300.0,1740.0,アネスト岩田,プライム（内国株式）,機械,0.8,0.8,1.21,0.952,0.048,1748.0,142.1,1.003,2148,152,213,0.714,-1.25
6382,6382.T,1427.0,1470.0,1427.0,1470.0,31900.0,1427.0,トリニティ工業,スタンダード（内国株式）,機械,3.01,3.01,3.01,1.0,0.0,1456.0,46.4,1.01,617,56,213,0.263,0.96
6383,6383.T,6351.0,6516.0,6332.0,6472.0,3006800.0,6400.0,ダイフク,プライム（内国株式）,機械,1.91,1.12,2.9,0.761,0.239,6440.0,19363.8,1.005,1233,94,213,0.441,-0.14
6384,6384.T,1782.0,1833.0,1782.0,1829.0,19300.0,1784.0,昭和真空,スタンダード（内国株式）,機械,2.64,2.52,2.86,0.922,0.078,1815.0,35.0,1.008,786,66,213,0.31,0.59
6387,6387.T,6130.0,6310.0,6080.0,6310.0,44000.0,6370.0,サムコ,プライム（内国株式）,機械,2.94,-0.94,3.75,1.0,0.0,6233.0,274.3,1.012,647,61,213,0.286,0.89
6390,6390.T,1718.0,1783.0,1706.0,1783.0,133800.0,1712.0,加藤製作所,プライム（内国株式）,機械,3.78,4.15,4.48,1.0,0.0,1757.0,235.1,1.015,387,32,213,0.15,1.73
6391,6391.T,3785.0,3800.0,3785.0,3800.0,2200.0,3780.0,加地テック,スタンダード（内国株式）,機械,0.4,0.53,0.4,1.0,0.0,3795.0,8.3,1.001,2565,170,213,0.798,-1.65
6392,6392.T,6670.0,6670.0,6670.0,6670.0,200.0,6570.0,ヤマダコーポレーション,スタンダード（内国株式）,機械,0.0,1.52,0.0,0.0,0.0,6670.0,1.3,1.0,2950,182,213,0.854,-2.05
6393,6393.T,3310.0,3350.0,3310.0,3320.0,7400.0,3300.0,油研工業,スタンダード（内国株式）,機械,0.3,0.61,1.21,0.25,0.75,3327.0,24.6,0.998,2661,173,213,0.812,-1.75
6395,6395.T,1443.0,1486.0,1441.0,1473.0,870500.0,1413.0,タダノ,プライム（内国株式）,機械,2.08,4.25,3.12,0.711,0.289,1467.0,1277.0,1.004,1116,88,213,0.413,0.03
6396,6396.T,4480.0,4535.0,4480.0,4535.0,300.0,4480.0,宇野澤組鐵工所,スタンダード（内国株式）,機械,1.23,1.23,1.23,1.0,0.0,4517.0,1.4,1.004,1750,127,213,0.596,-0.82
6400,6400.T,302.0,306.0,301.0,305.0,37900.0,302.0,不二精機,スタンダード（内国株式）,機械,0.99,0.99,1.66,0.8,0.2,304.0,11.5,1.003,1961,142,213,0.667,-1.06
6402,6402.T,1842.0,1859.0,1834.0,1859.0,15400.0,1842.0,兼松エンジニアリング,スタンダード（内国株式）,機械,0.92,0.92,1.36,1.0,0.0,1851.0,28.5,1.004,2040,147,213,0.69,-1.13
6403,6403.T,4045.0,4050.0,4045.0,4045.0,53000.0,4045.0,水道機工,スタンダード（内国株式）,機械,0.0,0.0,0.12,0.0,1.0,4047.0,214.5,1.0,2950,182,213,0.854,-2.05
6405,6405.T,1432.0,1467.0,1427.0,1460.0,33800.0,1432.0,鈴茂器工,スタンダード（内国株式）,機械,1.96,1.96,2.79,0.825,0.175,1451.0,49.0,1.006,1203,93,213,0.437,-0.09
6406,6406.T,5670.0,5670.0,5660.0,5660.0,47900.0,5666.0,フジテック,プライム（内国株式）,機械,-0.18,-0.11,0.18,0.0,1.0,5663.0,271.3,0.999,3221,195,213,0.915,-2.23
6407,6407.T,5430.0,5580.0,5370.0,5560.0,633800.0,5600.0,ＣＫＤ,プライム（内国株式）,機械,2.39,-0.71,3.87,0.905,0.095,5503.0,3487.8,1.01,935,76,213,0.357,0.34
6408,6408.T,3980.0,4085.0,3980.0,4055.0,800.0,4000.0,小倉クラッチ,スタンダード（内国株式）,機械,1.88,1.38,2.64,0.714,0.286,4040.0,3.2,1.004,1256,95,213,0.446,-0.17
6412,6412.T,2012.0,2020.0,2001.0,2018.0,334700.0,1999.0,平和,プライム（内国株式）,機械,0.3,0.95,0.94,0.895,0.105,2013.0,673.8,1.002,2661,173,213,0.812,-1.75
6413,6413.T,1276.0,1288.0,1268.0,1287.0,129400.0,1276.0,理想科学工業,プライム（内国株式）,機械,0.86,0.86,1.57,0.95,0.05,1281.0,165.8,1.005,2094,150,213,0.704,-1.19
6417,6417.T,2194.0,2209.5,2169.0,2205.0,1169900.0,2175.5,ＳＡＮＫＹＯ,プライム（内国株式）,機械,0.5,1.36,1.85,0.889,0.111,2194.0,2566.8,1.005,2462,165,213,0.775,-1.55
6418,6418.T,1206.0,1260.0,1196.0,1257.0,365000.0,1206.0,日本金銭機械,プライム（内国株式）,機械,4.23,4.23,5.31,0.953,0.047,1238.0,451.9,1.015,305,28,213,0.131,2.18
6419,6419.T,3150.0,3175.0,3145.0,3165.0,54200.0,3150.0,マースグループホールディングス,プライム（内国株式）,機械,0.48,0.48,0.95,0.667,0.333,3162.0,171.4,1.001,2489,167,213,0.784,-1.57
6420,6420.T,3850.0,3925.0,3835.0,3915.0,48800.0,3850.0,ガリレイ,プライム（内国株式）,機械,1.69,1.69,2.34,0.889,0.111,3892.0,189.9,1.006,1410,104,213,0.488,-0.36
6424,6424.T,939.0,944.0,933.0,937.0,4300.0,933.0,高見沢サイバネティックス,スタンダード（内国株式）,機械,-0.21,0.43,1.17,0.364,0.636,938.0,4.0,0.999,3239,196,213,0.92,-2.26
6425,6425.T,756.0,759.0,737.0,745.0,252600.0,753.0,ユニバーサルエンターテインメント,スタンダード（内国株式）,機械,-1.46,-1.06,2.91,0.364,0.636,747.0,188.7,0.997,3647,207,213,0.972,-3.51
6428,6428.T,359.0,360.0,356.0,359.0,14600.0,359.0,オーイズミ,スタンダード（内国株式）,機械,0.0,0.0,1.11,0.75,0.25,358.0,5.2,1.003,2950,182,213,0.854,-2.05
6430,6430.T,2670.0,2705.0,2670.0,2690.0,67800.0,2682.0,ダイコク電機,プライム（内国株式）,機械,0.75,0.3,1.31,0.571,0.429,2688.0,182.2,1.001,2197,153,213,0.718,-1.3
6432,6432.T,7390.0,7500.0,7290.0,7500.0,446400.0,7300.0,竹内製作所,プライム（内国株式）,機械,1.49,2.74,2.84,1.0,0.0,7430.0,3316.8,1.009,1553,118,213,0.554,-0.56
6433,6433.T,1776.0,1834.0,1743.0,1830.0,211100.0,1843.0,ヒーハイスト,スタンダード（内国株式）,機械,3.04,-0.71,5.12,0.956,0.044,1802.0,380.4,1.016,608,54,213,0.254,0.99
6436,6436.T,4078.0,4111.0,4065.0,4099.0,329400.0,4110.0,アマノ,プライム（内国株式）,機械,0.51,-0.27,1.13,0.739,0.261,4092.0,1347.9,1.002,2450,164,213,0.77,-1.54
6440,6440.T,745.0,773.0,738.0,770.0,617300.0,746.0,ＪＵＫＩ,プライム（内国株式）,機械,3.36,3.22,4.7,0.914,0.086,760.0,469.1,1.013,509,44,213,0.207,1.31
6444,6444.T,185.0,196.0,178.0,193.0,592600.0,177.0,サンデン,スタンダード（内国株式）,機械,4.32,9.04,9.73,0.833,0.167,189.0,112.0,1.021,282,27,213,0.127,2.27
6445,6445.T,1426.0,1483.0,1426.0,1482.0,174200.0,1426.0,ジャノメ,プライム（内国株式）,機械,3.93,3.93,4.0,0.982,0.018,1464.0,255.0,1.012,362,30,213,0.141,1.88
6448,6448.T,3207.0,3239.0,3189.0,3232.0,854500.0,3198.0,ブラザー工業,プライム（内国株式）,電機・精密,0.78,1.06,1.56,0.86,0.14,3220.0,2751.5,1.004,2165,213,281,0.758,-1.42
6454,6454.T,6840.0,6980.0,6810.0,6960.0,59300.0,6800.0,マックス,プライム（内国株式）,機械,1.75,2.35,2.49,0.882,0.118,6917.0,410.2,1.006,1357,99,213,0.465,-0.3
6455,6455.T,2994.0,2998.0,2947.0,2992.0,81200.0,2970.0,モリタホールディングス,プライム（内国株式）,自動車・輸送機,-0.07,0.74,1.7,0.882,0.118,2979.0,241.9,1.004,3144,95,104,0.913,-1.78
6457,6457.T,4134.0,4165.0,4112.0,4158.0,187200.0,4108.0,グローリー,プライム（内国株式）,機械,0.58,1.22,1.28,0.868,0.132,4145.0,775.9,1.003,2369,158,213,0.742,-1.47
6458,6458.T,1416.0,1436.0,1415.0,1430.0,333300.0,1415.0,新晃工業,プライム（内国株式）,機械,0.99,1.06,1.48,0.714,0.286,1427.0,475.6,1.002,1961,142,213,0.667,-1.06
6459,6459.T,1804.0,1915.0,1801.0,1897.0,109500.0,1804.0,大和冷機工業,プライム（内国株式）,機械,5.16,5.16,6.32,0.842,0.158,1871.0,204.9,1.014,171,17,213,0.08,3.11
6460,6460.T,2583.0,2630.0,2556.0,2615.0,2043800.0,2549.0,セガサミーホールディングス,プライム（内国株式）,機械,1.24,2.59,2.86,0.797,0.203,2600.0,5313.9,1.006,1736,125,213,0.587,-0.81
6463,6463.T,1405.0,1413.0,1397.0,1410.0,135900.0,1399.0,ＴＰＲ,プライム（内国株式）,機械,0.36,0.79,1.14,0.812,0.188,1407.0,191.2,1.002,2602,172,213,0.808,-1.69
6464,6464.T,351.0,358.0,349.0,358.0,285800.0,352.0,ツバキ・ナカシマ,プライム（内国株式）,機械,1.99,1.7,2.56,1.0,0.0,355.0,101.5,1.008,1174,91,213,0.427,-0.06
6465,6465.T,5493.0,5545.0,5391.0,5496.0,453700.0,5503.0,ホシザキ,プライム（内国株式）,機械,0.05,-0.13,2.8,0.682,0.318,5477.0,2484.9,1.003,2930,181,213,0.85,-2.0
6466,6466.T,4650.0,4910.0,4620.0,4905.0,12500.0,4670.0,ＴＶＥ,スタンダード（内国株式）,機械,5.48,5.03,6.24,0.983,0.017,4812.0,60.2,1.019,137,10,213,0.047,3.43
6467,6467.T,361.0,363.0,361.0,363.0,5600.0,362.0,ニチダイ,スタンダード（内国株式）,機械,0.55,0.28,0.55,1.0,0.0,362.0,2.0,1.003,2398,161,213,0.756,-1.5
6469,6469.T,4100.0,4280.0,4060.0,4250.0,196100.0,4085.0,放電精密加工研究所,スタンダード（内国株式）,機械,3.66,4.04,5.37,0.864,0.136,4197.0,823.0,1.013,420,33,213,0.155,1.61
6470,6470.T,1081.0,1109.0,1081.0,1109.0,158700.0,1080.0,大豊工業,スタンダード（内国株式）,機械,2.59,2.69,2.59,1.0,0.0,1100.0,174.6,1.008,811,67,213,0.315,0.54
6471,6471.T,1350.0,1408.5,1348.5,1408.5,2893500.0,1356.5,日本精工,プライム（内国株式）,機械,4.33,3.83,4.44,1.0,0.0,1388.0,4016.2,1.015,280,25,213,0.117,2.28
6472,6472.T,409.20001220703125,423.79998779296875,408.1000061035156,423.0,2846700.0,409.1000061035156,ＮＴＮ,プライム（内国株式）,機械,3.37,3.4,3.84,0.949,0.051,418.0,1189.9,1.012,507,42,213,0.197,1.32
6473,6473.T,2079.0,2160.5,2061.5,2149.0,1450200.0,2063.5,ジェイテクト,プライム（内国株式）,機械,3.37,4.14,4.76,0.884,0.116,2124.0,3080.2,1.012,507,42,213,0.197,1.32
6474,6474.T,5170.0,5370.0,5140.0,5370.0,113700.0,5170.0,不二越,プライム（内国株式）,機械,3.87,3.87,4.45,1.0,0.0,5293.0,601.8,1.015,370,31,213,0.146,1.82
6479,6479.T,3312.0,3375.0,3268.0,3364.0,2391100.0,3258.0,ミネベアミツミ,プライム（内国株式）,電機・精密,1.57,3.25,3.23,0.897,0.103,3336.0,7976.7,1.008,1489,156,281,0.555,-0.63
6480,6480.T,1056.0,1079.0,1051.0,1074.0,380500.0,1054.0,日本トムソン,プライム（内国株式）,機械,1.7,1.9,2.65,0.821,0.179,1068.0,406.4,1.006,1404,103,213,0.484,-0.35
6481,6481.T,5395.0,5644.0,5365.0,5637.0,2352500.0,5337.0,ＴＨＫ,プライム（内国株式）,機械,4.49,5.62,5.17,0.975,0.025,5549.0,13054.0,1.016,257,22,213,0.103,2.44
6482,6482.T,751.0,786.0,741.0,781.0,119600.0,752.0,ＹＵＳＨＩＮ,スタンダード（内国株式）,機械,3.99,3.86,5.99,0.889,0.111,769.0,92.0,1.016,347,29,213,0.136,1.94
6484,6484.T,2594.0,2594.0,2550.0,2550.0,2800.0,2552.0,ＫＶＫ,スタンダード（内国株式）,機械,-1.7,-0.08,1.7,0.0,1.0,2565.0,7.2,0.994,3674,209,213,0.981,-3.75
6485,6485.T,1715.0,1756.0,1713.0,1750.0,69800.0,1705.0,前澤給装工業,スタンダード（内国株式）,機械,2.04,2.64,2.51,0.86,0.14,1740.0,121.5,1.006,1137,89,213,0.418,-0.01
6486,6486.T,3390.0,3425.0,3370.0,3425.0,143600.0,3400.0,イーグル工業,プライム（内国株式）,機械,1.03,0.74,1.62,1.0,0.0,3407.0,489.2,1.005,1922,139,213,0.653,-1.02
6488,6488.T,1057.0,1074.0,1054.0,1074.0,13100.0,1055.0,ヨシタケ,スタンダード（内国株式）,機械,1.61,1.8,1.89,1.0,0.0,1067.0,14.0,1.007,1466,108,213,0.507,-0.44
6489,6489.T,2189.0,2236.0,2178.0,2236.0,79300.0,2179.0,前澤工業,スタンダード（内国株式）,機械,2.15,2.62,2.65,1.0,0.0,2217.0,175.8,1.009,1079,85,213,0.399,0.1
6490,6490.T,8320.0,8510.0,8240.0,8500.0,104100.0,8470.0,ＰＩＬＬＡＲ,プライム（内国株式）,機械,2.16,0.35,3.25,0.963,0.037,8417.0,876.2,1.01,1075,84,213,0.394,0.11
6492,6492.T,9570.0,9950.0,9570.0,9860.0,21600.0,9670.0,岡野バルブ製造,スタンダード（内国株式）,機械,3.03,1.96,3.97,0.763,0.237,9793.0,211.5,1.007,611,55,213,0.258,0.98
6493,6493.T,728.0,754.0,723.0,754.0,148000.0,723.0,ＮＩＴＴＡＮ,スタンダード（内国株式）,自動車・輸送機,3.57,4.29,4.26,1.0,0.0,744.0,110.1,1.013,441,14,104,0.135,1.86
6494,6494.T,133.0,143.0,132.0,143.0,925000.0,133.0,ＮＦＫホールディングス,スタンダード（内国株式）,機械,7.52,7.52,8.27,1.0,0.0,139.0,128.6,1.029,56,5,213,0.023,5.47
6495,6495.T,278.0,285.0,266.0,275.0,1292300.0,278.0,宮入バルブ製作所,スタンダード（内国株式）,機械,-1.08,-1.08,6.83,0.474,0.526,275.0,355.4,1.0,3576,205,213,0.962,-3.13
6496,6496.T,7160.0,7650.0,7160.0,7540.0,16300.0,7090.0,中北製作所,スタンダード（内国株式）,機械,5.31,6.35,6.84,0.776,0.224,7450.0,121.4,1.012,155,14,213,0.066,3.26
6497,6497.T,1409.0,1415.0,1393.0,1408.0,3300.0,1415.0,ハマイ,スタンダード（内国株式）,機械,-0.07,-0.49,1.56,0.682,0.318,1405.0,4.6,1.002,3144,194,213,0.911,-2.12
6498,6498.T,2123.0,2169.0,2105.0,2162.0,409500.0,2155.0,キッツ,プライム（内国株式）,機械,1.84,0.32,3.01,0.891,0.109,2145.0,878.4,1.008,1291,97,213,0.455,-0.21
6501,6501.T,5200.0,5266.0,5105.0,5226.0,20584000.0,5148.0,日立製作所,プライム（内国株式）,電機・精密,0.5,1.52,3.1,0.752,0.248,5199.0,107016.2,1.005,2462,220,281,0.783,-1.7
6503,6503.T,5857.0,6018.0,5851.0,5991.0,8186300.0,5870.0,三菱電機,プライム（内国株式）,電機・精密,2.29,2.06,2.85,0.838,0.162,5953.0,48733.0,1.006,992,107,281,0.381,0.09
6504,6504.T,13350.0,13910.0,13285.0,13910.0,1203500.0,13400.0,富士電機,プライム（内国株式）,電機・精密,4.19,3.81,4.68,1.0,0.0,13702.0,16490.4,1.015,313,45,281,0.16,1.99
6505,6505.T,2418.0,2497.0,2418.0,2497.0,52500.0,2418.0,東洋電機製造,スタンダード（内国株式）,電機・精密,3.27,3.27,3.27,1.0,0.0,2471.0,129.7,1.011,540,69,281,0.246,1.07
6506,6506.T,5392.0,5515.0,5322.0,5515.0,3354900.0,5403.0,安川電機,プライム（内国株式）,電機・精密,2.28,2.07,3.58,1.0,0.0,5451.0,18287.6,1.012,997,109,281,0.388,0.08
6507,6507.T,12830.0,13220.0,12680.0,13180.0,178800.0,12830.0,シンフォニアテクノロジー,プライム（内国株式）,電機・精密,2.73,2.73,4.21,0.926,0.074,13027.0,2329.2,1.012,740,85,281,0.302,0.53
6508,6508.T,7640.0,7830.0,7610.0,7820.0,227600.0,7700.0,明電舎,プライム（内国株式）,電機・精密,2.36,1.56,2.88,0.955,0.045,7753.0,1764.6,1.009,955,104,281,0.37,0.16
6513,6513.T,1090.0,1109.0,1090.0,1108.0,2800.0,1090.0,オリジン,スタンダード（内国株式）,電機・精密,1.65,1.65,1.74,0.947,0.053,1102.0,3.1,1.005,1435,147,281,0.523,-0.55
6516,6516.T,4900.0,5140.0,4880.0,5110.0,80900.0,4950.0,山洋電気,プライム（内国株式）,電機・精密,4.29,3.23,5.31,0.885,0.115,5043.0,408.0,1.013,293,42,281,0.149,2.09
6517,6517.T,3780.0,3920.0,3750.0,3895.0,65200.0,3850.0,デンヨー,プライム（内国株式）,電機・精密,3.04,1.17,4.5,0.853,0.147,3855.0,251.3,1.01,608,73,281,0.26,0.84
6518,6518.T,1220.0,1222.0,1200.0,1211.0,9400.0,1216.0,三相電機,スタンダード（内国株式）,電機・精密,-0.74,-0.41,1.8,0.5,0.5,1211.0,11.4,1.0,3488,264,281,0.94,-2.94
6521,6521.T,2974.0,3250.0,2940.0,3210.0,212300.0,3015.0,オキサイド,グロース（内国株式）,電機・精密,7.94,6.47,10.42,0.871,0.129,3133.0,665.1,1.025,49,13,281,0.046,5.74
6522,6522.T,424.0,434.0,414.0,418.0,97600.0,426.0,アスタリスク,グロース（内国株式）,電機・精密,-1.42,-1.88,4.72,0.2,0.8,422.0,41.2,0.991,3641,273,281,0.972,-3.62
6523,6523.T,1095.0,1102.0,1085.0,1100.0,273800.0,1080.0,ＰＨＣホールディングス,プライム（内国株式）,電機・精密,0.46,1.85,1.55,0.882,0.118,1096.0,300.1,1.004,2510,222,281,0.79,-1.74
6524,6524.T,4250.0,4385.0,4210.0,4360.0,196400.0,4350.0,湖北工業,スタンダード（内国株式）,電機・精密,2.59,0.23,4.12,0.857,0.143,4318.0,848.1,1.01,811,92,281,0.327,0.39
6525,6525.T,6400.0,6494.0,6294.0,6464.0,3015800.0,6615.0,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム（内国株式）,電機・精密,1.0,-2.28,3.12,0.85,0.15,6417.0,19352.4,1.007,1945,192,281,0.683,-1.2
6526,6526.T,1957.0,2033.5,1952.0,2023.5,4942400.0,2047.0,ソシオネクスト,プライム（内国株式）,電機・精密,3.4,-1.15,4.16,0.877,0.123,2003.0,9899.6,1.01,498,64,281,0.228,1.2
6532,6532.T,4535.0,4601.0,4421.0,4505.0,3088600.0,4325.0,ベイカレント,プライム（内国株式）,情報通信・サービスその他,-0.66,4.16,3.97,0.467,0.533,4509.0,13926.5,0.999,3458,1116,1256,0.889,-1.68
6533,6533.T,1152.0,1165.0,1142.0,1147.0,15200.0,1152.0,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,情報通信・サービスその他,-0.43,-0.43,2.0,0.217,0.783,1151.0,17.5,0.997,3365,1069,1256,0.851,-1.45
6535,6535.T,529.0,537.0,528.0,537.0,96200.0,529.0,アイモバイル,プライム（内国株式）,情報通信・サービスその他,1.51,1.51,1.7,1.0,0.0,534.0,51.4,1.006,1540,401,1256,0.319,0.49
6537,6537.T,400.0,411.0,398.0,410.0,52000.0,400.0,ＷＡＳＨハウス,グロース（内国株式）,情報通信・サービスその他,2.5,2.5,3.25,0.923,0.077,406.0,21.1,1.01,876,212,1256,0.169,1.48
6538,6538.T,286.0,299.0,284.0,299.0,79600.0,294.0,ディスラプターズ,スタンダード（内国株式）,情報通信・サービスその他,4.55,1.7,5.24,1.0,0.0,294.0,23.4,1.017,247,49,1256,0.039,3.53
6539,6539.T,1080.0,1086.0,1075.0,1082.0,134400.0,1074.0,ＭＳ－Ｊａｐａｎ,プライム（内国株式）,情報通信・サービスその他,0.19,0.74,1.02,0.636,0.364,1081.0,145.3,1.001,2775,816,1256,0.65,-0.83
6540,6540.T,1886.0,1935.0,1886.0,1935.0,14500.0,1888.0,船場,スタンダード（内国株式）,情報通信・サービスその他,2.6,2.49,2.6,1.0,0.0,1919.0,27.8,1.008,808,198,1256,0.158,1.58
6543,6543.T,1253.0,1283.0,1252.0,1267.0,5200.0,1246.0,日宣,スタンダード（内国株式）,情報通信・サービスその他,1.12,1.69,2.47,0.484,0.516,1267.0,6.6,1.0,1854,496,1256,0.395,0.1
6544,6544.T,1634.0,1639.0,1590.0,1622.5,704000.0,1624.5,ジャパンエレベーターサービスホールディングス,プライム（内国株式）,情報通信・サービスその他,-0.7,-0.12,3.0,0.663,0.337,1617.0,1138.4,1.003,3476,1126,1256,0.896,-1.72
6545,6545.T,733.0,757.0,733.0,756.0,25500.0,739.0,インターネットインフィニティー,グロース（内国株式）,情報通信・サービスその他,3.14,2.3,3.27,0.958,0.042,749.0,19.1,1.009,578,128,1256,0.102,2.12
6546,6546.T,1127.0,1134.0,1127.0,1134.0,1400.0,1127.0,フルテック,スタンダード（内国株式）,情報通信・サービスその他,0.62,0.62,0.62,1.0,0.0,1132.0,1.6,1.002,2327,660,1256,0.525,-0.4
6547,6547.T,2376.0,2409.0,2361.0,2388.0,48600.0,2345.0,グリーンズ,スタンダード（内国株式）,情報通信・サービスその他,0.51,1.83,2.02,0.562,0.438,2386.0,116.0,1.001,2450,706,1256,0.562,-0.51
6548,6548.T,154.0,155.0,153.0,153.0,11200.0,154.0,旅工房,グロース（内国株式）,情報通信・サービスその他,-0.65,-0.65,1.3,0.0,1.0,154.0,1.7,0.994,3453,1113,1256,0.886,-1.67
6549,6549.T,1699.0,1699.0,1653.0,1694.0,2900.0,1680.0,ディーエムソリューションズ,スタンダード（内国株式）,情報通信・サービスその他,-0.29,0.83,2.71,0.891,0.109,1682.0,4.9,1.007,3292,1034,1256,0.823,-1.31
6551,6551.T,719.0,740.0,716.0,740.0,73100.0,711.0,ツナググループ・ホールディングス,スタンダード（内国株式）,情報通信・サービスその他,2.92,4.08,3.34,1.0,0.0,732.0,53.5,1.011,657,147,1256,0.117,1.9
6552,6552.T,170.0,174.0,170.0,174.0,26400.0,170.0,ＧａｍｅＷｉｔｈ,スタンダード（内国株式）,情報通信・サービスその他,2.35,2.35,2.35,1.0,0.0,173.0,4.6,1.006,958,232,1256,0.185,1.33
6554,6554.T,1095.0,1099.0,1092.0,1095.0,9900.0,1089.0,エスユーエス,グロース（内国株式）,情報通信・サービスその他,0.0,0.55,0.64,0.429,0.571,1095.0,10.8,1.0,2950,882,1256,0.702,-1.02
6555,6555.T,426.0,430.0,426.0,430.0,400.0,431.0,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,スタンダード（内国株式）,情報通信・サービスその他,0.94,-0.23,0.94,1.0,0.0,429.0,0.2,1.002,2011,544,1256,0.433,-0.08
6557,6557.T,1325.0,1342.0,1321.0,1321.0,22800.0,1325.0,ＡＩＡＩグループ,グロース（内国株式）,情報通信・サービスその他,-0.3,-0.3,1.58,0.0,1.0,1328.0,30.3,0.995,3297,1037,1256,0.826,-1.32
6558,6558.T,711.0,711.0,709.0,709.0,1000.0,712.0,クックビズ,グロース（内国株式）,情報通信・サービスその他,-0.28,-0.42,0.28,0.0,1.0,710.0,0.7,0.999,3283,1029,1256,0.819,-1.3
6560,6560.T,1704.0,1770.0,1704.0,1750.0,12600.0,1726.0,エル・ティー・エス,プライム（内国株式）,情報通信・サービスその他,2.7,1.39,3.87,0.697,0.303,1741.0,21.9,1.005,757,175,1256,0.139,1.68
6561,6561.T,869.0,884.0,869.0,884.0,14300.0,864.0,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース（内国株式）,情報通信・サービスその他,1.73,2.31,1.73,1.0,0.0,879.0,12.6,1.006,1378,365,1256,0.291,0.71
6562,6562.T,1020.0,1037.0,1020.0,1023.0,43800.0,1013.0,ジーニー,グロース（内国株式）,情報通信・サービスその他,0.29,0.99,1.67,0.176,0.824,1027.0,45.0,0.996,2672,782,1256,0.623,-0.73
6563,6563.T,611.0,617.0,604.0,604.0,5000.0,605.0,みらいワークス,グロース（内国株式）,情報通信・サービスその他,-1.15,-0.17,2.13,0.0,1.0,608.0,3.0,0.993,3591,1173,1256,0.934,-2.17
6564,6564.T,2100.0,2102.0,2062.0,2086.0,71200.0,2094.0,ミダックホールディングス,プライム（内国株式）,情報通信・サービスその他,-0.67,-0.38,1.9,0.6,0.4,2083.0,148.3,1.001,3463,1119,1256,0.891,-1.69
6565,6565.T,1635.0,1637.0,1626.0,1628.0,9000.0,1615.0,ＡＢホテル,スタンダード（内国株式）,情報通信・サービスその他,-0.43,0.8,0.67,0.182,0.818,1630.0,14.7,0.999,3365,1069,1256,0.851,-1.45
6566,6566.T,1595.0,1597.0,1595.0,1597.0,800.0,1587.0,要興業,スタンダード（内国株式）,情報通信・サービスその他,0.13,0.63,0.13,1.0,0.0,1596.0,1.3,1.001,2857,843,1256,0.671,-0.89
6568,6568.T,1352.0,1367.0,1338.0,1347.0,10900.0,1370.0,神戸天然物化学,グロース（内国株式）,情報通信・サービスその他,-0.37,-1.68,2.14,0.31,0.69,1351.0,14.7,0.997,3339,1059,1256,0.843,-1.39
6570,6570.T,1280.0,1284.0,1275.0,1277.0,2000.0,1277.0,共和コーポレーション,スタンダード（内国株式）,情報通信・サービスその他,-0.23,0.0,0.7,0.222,0.778,1279.0,2.6,0.998,3256,1013,1256,0.807,-1.25
6571,6571.T,1357.0,1362.0,1350.0,1357.0,30000.0,1355.0,キュービーネットホールディングス,プライム（内国株式）,情報通信・サービスその他,0.0,0.15,0.88,0.583,0.417,1356.0,40.7,1.001,2950,882,1256,0.702,-1.02
6572,6572.T,238.0,244.0,235.0,244.0,136200.0,236.0,オープングループ,プライム（内国株式）,情報通信・サービスその他,2.52,3.39,3.78,1.0,0.0,241.0,32.8,1.012,862,208,1256,0.166,1.5
6573,6573.T,58.0,61.0,57.0,61.0,1027900.0,64.0,ＣＲＡＶＩＡ,グロース（内国株式）,情報通信・サービスその他,5.17,-4.69,6.9,1.0,0.0,60.0,61.7,1.017,170,35,1256,0.028,4.15
6574,6574.T,122.0,127.0,121.0,126.0,1286800.0,122.0,コンヴァノ,グロース（内国株式）,情報通信・サービスその他,3.28,3.28,4.92,0.833,0.167,125.0,160.8,1.008,535,118,1256,0.094,2.26
6577,6577.T,1932.0,1943.0,1930.0,1932.0,1300.0,1932.0,ベストワンドットコム,グロース（内国株式）,情報通信・サービスその他,0.0,0.0,0.67,0.154,0.846,1935.0,2.5,0.998,2950,882,1256,0.702,-1.02
6578,6578.T,457.0,467.0,450.0,451.0,27600.0,457.0,コレックホールディングス,スタンダード（内国株式）,情報通信・サービスその他,-1.31,-1.31,3.72,0.059,0.941,456.0,12.6,0.989,3623,1184,1256,0.943,-2.33
6579,6579.T,311.0,314.0,311.0,314.0,2100.0,313.0,ログリー,グロース（内国株式）,情報通信・サービスその他,0.96,0.32,0.96,1.0,0.0,313.0,0.7,1.003,1992,534,1256,0.425,-0.06
6580,6580.T,1695.0,1728.0,1628.0,1725.0,93400.0,1658.0,ライトアップ,グロース（内国株式）,情報通信・サービスその他,1.77,4.04,5.9,0.97,0.03,1694.0,158.2,1.018,1345,353,1256,0.281,0.75
